accession,eggnogID,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,XL_ID,XL_ID_source,XENLA_XenBase_GeneNames,XENLA_GenBank_Description,HUMAN_UniProtID,HUMAN_GeneNames_Primary,HUMAN_GeneNames_Synonyms,eggNOG_annotation,bait
ENOG411CTZS,ENOG411CTZS,13,13,21,10619008.4609375,16701972.8671875,13660490.6640625,1.5728373255023251,0.6533694642518004,5,16,2.4823712012981285,1.3117188649564784,2.152181233549569,"147898867, 147901187, 147901835, 147906825, 148224373, 148234146, 32450315, Xelaev18039961m.g, Xelaev18039391m.g, Xelaev18024172m.g, Xelaev18041034m.g, Xelaev18042575m.g, Xelaev18026642m.g","GenBank, Xenbase_9.1","actn1.L, actn4.L, actn3.S, actn1.S, actn4.S, Xelaev18026642m.g","actinin, alpha 2 [Xenopus laevis], MGC79035 protein [Xenopus laevis], actinin, alpha 4 [Xenopus laevis], actinin, alpha 3 [Xenopus laevis], actinin, alpha 1 [Xenopus laevis], uncharacterized protein LOC431885 [Xenopus laevis], Unknown (protein for IMAGE:6873085) [Xenopus laevis], NA","P12814, P35609, O43707, Q08043","ACTN1, ACTN2, ACTN4, ACTN3",NA,"actinin, alpha",heatr2
ENOG411CV76,ENOG411CV76,11,11,32,26537403.519531302,52469334.203125,39503368.861328155,1.9771841719370933,0.9834472623493445,9,23,2.1027144293348856,1.0722529302610893,2.148461496750501,"148230575, 28278769",GenBank,NA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa [Xenopus laevis], MGC64316 protein [Xenopus laevis]",Q16795,NDUFA9,NDUFS2L,NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex,heatr2
ENOG411CWI6,ENOG411CWI6,7,7,15,2179596.1875,4287143.375,3233369.78125,1.9669438768459948,0.9759557935335266,3,12,2.8474257897243245,1.5096582425683878,2.1261260992579554,"147902230, 148230005, 38303799, Xelaev18045117m.g","GenBank, Xenbase_9.1",abat.L,"4-aminobutyrate aminotransferase [Xenopus laevis], uncharacterized protein LOC399028 [Xenopus laevis], MGC68458 protein [Xenopus laevis], NA",P80404,ABAT,GABAT,4-aminobutyrate aminotransferase,heatr2
ENOG411CQA0,ENOG411CQA0,17,17,37,24346613.957031302,35082604.5,29714609.22851565,1.4409644216611133,0.5270347148834176,11,26,1.971294777501455,0.9791435258696077,2.1069784994678487,"147901713, 148229675, Xelaev18005996m.g, Xelaev18037117m.g","GenBank, Xenbase_9.1","sec31a.L, sec31b.S","MGC86445 protein [Xenopus laevis], SEC31 homolog B [Xenopus laevis], NA","O94979, Q9NQW1","SEC31A, SEC31B","KIAA0905 SEC31L1, SEC31L2",SEC31 homolog B (S. cerevisiae),heatr2
ENOG411D110,ENOG411D110,22,22,55,29064610.996093802,53262304.3134766,41163457.6547852,1.832548328984513,0.873851246417412,18,37,1.7522620244457379,0.8092185244272954,2.1061735737523644,"171846704, Xelaev18022814m.g","GenBank, Xenbase_9.1",aars.L,"LOC100158432 protein [Xenopus laevis], NA",P49588,AARS,NA,alanyl-tRNA synthetase,heatr2
ENOG411CP4V,ENOG411CP4V,14,14,29,16459812.59375,27686134.8359375,22072973.71484375,1.6820443536793535,0.7502157483930472,8,21,2.1416535854336796,1.0987251416222803,2.1056379196093213,"120577623, Xelaev18024202m.g, Xelaev18022257m.g, Xelaev18040030m.g","GenBank, Xenbase_9.1","ganab.S, ganab.L, ganc.L","LOC100037025 protein [Xenopus laevis], NA","A0A1W2PQD3, Q8TET4, Q14697","NA, GANC, GANAB","NA, G2AN KIAA0088","Glucosidase, alpha",heatr2
ENOG411CYWS,ENOG411CYWS,13,13,34,26851201.660156302,35205648.5390625,31028425.0996094,1.3111386590680265,0.3908202654007913,10,24,1.9912068459610655,0.9936430955647226,2.0582966827691145,"148233662, Xelaev18024326m.g","GenBank, Xenbase_9.1",psmd13.S,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Xenopus laevis], NA",Q9UNM6,PSMD13,NA,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 13",heatr2
ENOG411CWT1,ENOG411CWT1,15,15,44,46370711.457031295,93533748.046875,69952229.75195315,2.0170867581694667,1.0122731379365069,14,30,1.8106707585939292,0.8565242392056521,2.0091785617047377,"147899942, 147901918, Xelaev18039722m.g, Xelaev18041172m.g, Xelaev18042371m.g","GenBank, Xenbase_9.1","ckb.L, ckb.S, ckm.S","muscle creatine kinase [Xenopus laevis], brain creatine kinase [Xenopus laevis], NA","P06732, P12277","CKM, CKB","CKMM, CKBB",creatine kinase,heatr2
Xelaev18044446m.g,Xelaev18044446m.g,2,8,20,13306262.8828125,34102862.375,23704562.62890625,2.562918129255522,1.3577873934154532,5,15,2.3363493659276506,1.2242560237061393,1.989359394956426,NA,Xenbase_9.1,Xelaev18044446m.g,NA,NA,NA,NA,NA,heatr2
ENOG411CSWI,ENOG411CSWI,10,10,20,4209168.59375,7672852.9765625,5941010.78515625,1.82289038931716,0.8662278145077102,5,15,2.3363493659276506,1.2242560237061393,1.989359394956426,124481854,GenBank,NA,LOC100037132 protein [Xenopus laevis],Q5VYK3,ECPAS,ECM29 KIAA0368,kiaa0368,heatr2
ENOG411CUAG,ENOG411CUAG,19,19,36,21762400.675781302,19699264.0859375,20730832.3808594,-1.1047316580377533,-0.14369597809410692,11,25,1.8982838598162162,0.9246957418472315,1.9750191466514564,"147899113, Xelaev18022090m.g, Xelaev18024292m.g, Xelaev18037902m.g, Xelaev18036192m.g","GenBank, Xenbase_9.1","ap2a2.L, ap2a2.S, ap2a1.S, ap2a1.L","adaptor-related protein complex 2, alpha 2 subunit [Xenopus laevis], NA","O94973, O95782","AP2A2, AP2A1","ADTAB CLAPA2 HIP9 HYPJ KIAA0899, ADTAA CLAPA1","Adaptor-related protein complex 2, alpha",heatr2
ENOG411CS7X,ENOG411CS7X,7,7,17,20118791.6875,40550661.875,30334726.78125,2.015561496180435,1.011181801487715,4,13,2.4531668342240334,1.2946453515975374,1.9603340270059821,"148236843, Xelaev18033119m.g","GenBank, Xenbase_9.1",rpl15.S,"ribosomal protein L15 [Xenopus laevis], NA",P61313,RPL15,EC45,Ribosomal protein L15,heatr2
ENOG411CQ9V,ENOG411CQ9V,17,17,41,31785250.410156302,43898360.46875,37841805.439453155,1.381092170182281,0.4658096041923863,13,28,1.8148428110330854,0.8598445974972632,1.9541786932402399,"148231095, 148234516, Xelaev18015919m.g","GenBank, Xenbase_9.1",shmt2.S,"serine hydroxymethyltransferase 1 (soluble) [Xenopus laevis], serine hydroxymethyltransferase 2 (mitochondrial) [Xenopus laevis], NA","P34897, P34896","SHMT2, SHMT1",NA,Interconversion of serine and glycine (By similarity),heatr2
ENOG411CU7F,ENOG411CU7F,7,7,11,5557614.7265625,9895677.015625,7726645.87109375,1.7805618961546263,0.8323325877499671,2,9,2.9204367074095634,1.5461841185935017,1.9462104876892539,"147899225, Xelaev18010137m.g, Xelaev18006921m.g","GenBank, Xenbase_9.1","psat1.S, psat1.L","phosphoserine aminotransferase 1 [Xenopus laevis], NA",Q9Y617,PSAT1,PSA,Phosphoserine aminotransferase 1,heatr2
ENOG411CWMN,ENOG411CWMN,5,5,11,2258102.10546875,9021868.21875,5639985.162109375,3.9953322734612073,1.9983154904725708,2,9,2.9204367074095634,1.5461841185935017,1.9462104876892539,147903225,GenBank,NA,"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1) [Xenopus laevis]","P17174, Q8NHS2","GOT1, GOT1L1",NA,"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)",heatr2
ENOG411CPQH,ENOG411CPQH,4,4,4,1802193.484375,2593758.53125,2197976.0078125,1.4392231210121784,0.525290268676514,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"147899760, 147900029, Xelaev18007536m.g, Xelaev18001298m.g","GenBank, Xenbase_9.1","prodh.L, prodh2.1.L","proline dehydrogenase (oxidase) 1 [Xenopus laevis], probable proline dehydrogenase 2 [Xenopus laevis], NA","Q9UF12, O43272","PRODH2, PRODH","HSPOX1 HYPDH, PIG6 POX2 PRODH2",proline dehydrogenase (oxidase),heatr2
ENOG411CW05,ENOG411CW05,3,3,4,702279.125,679177.890625,690728.5078125,-1.0340135253132894,-0.04825505680835081,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"115528674, 158564272, 47125206, 66911532, 80477530, Xelaev18003589m.g","GenBank, Xenbase_9.1",ctu2.L,"Unknown (protein for MGC:154644) [Xenopus laevis], RecName: Full=Cytoplasmic tRNA 2-thiolation protein 2 B, LOC431806 protein [Xenopus laevis], Unknown (protein for IMAGE:6633620) [Xenopus laevis], NA",Q2VPK5,CTU2,C16orf84 NCS2,cytosolic thiouridylase subunit 2 homolog (S. pombe),heatr2
ENOG411CSB2,ENOG411CSB2,3,3,4,42060.7734375,124811.40234375,83436.087890625,2.967406258689296,1.5692024553902837,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,Xelaev18005064m.g,Xenbase_9.1,htt.L,NA,P42858,HTT,HD IT15,huntingtin,heatr2
ENOG411CYVX,ENOG411CYVX,3,3,4,604226.6796875,1867380.8515625,1235803.765625,3.0905302833173316,1.6278544017136753,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"148225618, 148233489, Xelaev18007794m.g, Xelaev18010617m.g","GenBank, Xenbase_9.1","hip1r.L, hip1r.S","huntingtin interacting protein 1 related [Xenopus laevis], uncharacterized protein LOC432028 [Xenopus laevis], NA",O75146,HIP1R,HIP12 KIAA0655,Huntingtin interacting protein 1 related,heatr2
ENOG411CTZP,ENOG411CTZP,3,3,4,42060.7734375,42060.7734375,42060.7734375,NA,0,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"11761138, 2749954, Xelaev18031990m.g","GenBank, Xenbase_9.1",prkdc.L,"DNA-dependent protein kinase catalytic subunit [Xenopus laevis], DNA-dependent protein kinase [Xenopus laevis], NA",P78527,PRKDC,HYRC HYRC1,"protein kinase, DNA-activated, catalytic polypeptide",heatr2
ENOG411CPMF,ENOG411CPMF,3,3,4,405036.28515625,2050110.015625,1227573.150390625,5.061546559548692,2.3395782688883693,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"12642955, 147901772, 148223005, Xelaev18036837m.g, Xelaev18034537m.g","GenBank, Xenbase_9.1","oat.1.S, oat.1.L","ornithine aminotransferase [Xenopus laevis], ornithine aminotransferase (gyrate atrophy) [Xenopus laevis], NA",P04181,OAT,NA,ornithine aminotransferase,heatr2
ENOG411D2XS,ENOG411D2XS,2,2,4,1354164.3125,3642426.125,2498295.21875,2.6897962761073724,1.42749690788239,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"147901287, Xelaev18033894m.g","GenBank, Xenbase_9.1",hrsp12.S,"uncharacterized protein LOC414697 [Xenopus laevis], NA",P52758,RIDA,HRSP12,Heat-responsive protein 12,heatr2
ENOG411CTDB,ENOG411CTDB,3,3,4,1169616.34375,687362.4375,928489.390625,-1.7016006111768365,-0.766892456595069,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"148237151, Xelaev18011700m.g","GenBank, Xenbase_9.1",pigs.L,"phosphatidylinositol glycan anchor biosynthesis, class S [Xenopus laevis], NA",Q96S52,PIGS,NA,"Phosphatidylinositol glycan anchor biosynthesis, class S",heatr2
ENOG411CPIC,ENOG411CPIC,3,3,4,152585.734375,634000.890625,393293.3125,4.155046952599497,2.0548647797392356,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,Xelaev18047960m.g,Xenbase_9.1,pfas.S,NA,O15067,PFAS,KIAA0361,phosphoribosylformylglycinamidine synthase,heatr2
ENOG411CSRI,ENOG411CSRI,2,2,4,178319.5,672529.90625,425424.703125,3.771488290680492,1.9151339468038384,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"148222438, Xelaev18017426m.g, Xelaev18021270m.g","GenBank, Xenbase_9.1","mon2.L, mon2.S","protein MON2 homolog [Xenopus laevis], NA",Q7Z3U7,MON2,KIAA1040 SF21,MON2 homolog (S. cerevisiae),heatr2
ENOG411D4X6,ENOG411D4X6,2,2,4,3154126.375,11584469.59375,7369297.984375,3.672798174978008,1.876879620284559,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,"147900959, 147905580",GenBank,NA,"ribosomal protein, large, P1 [Xenopus laevis], uncharacterized protein LOC734491 [Xenopus laevis]",P05386,RPLP1,RRP1,"ribosomal protein, large, P1",heatr2
ENOG411CQJC,ENOG411CQJC,2,2,4,42060.7734375,1210743.71875,626402.24609375,28.785579051443232,4.847274328723993,0,4,4.3806550611143455,2.131146619314658,1.9309060021896145,148231271,GenBank,NA,"aldehyde dehydrogenase 9 family, member A1 [Xenopus laevis]",P49189,ALDH9A1,ALDH4 ALDH7 ALDH9,"Aldehyde dehydrogenase 9 family, member A1",heatr2
ENOG411CYQ7,ENOG411CYQ7,30,30,90,77941970.8515625,134939953.2851563,106440962.0683594,1.7312874156357208,0.791845250234066,33,57,1.4945764326154822,0.579736678304528,1.9162179932478804,"156119445, 257051069, Xelaev18008548m.g, Xelaev18011173m.g","GenBank, Xenbase_9.1","vcp.L, vcp.S","transitional endoplasmic reticulum ATPase [Xenopus laevis], RecName: Full=Transitional endoplasmic reticulum ATPase; Short=TER ATPase; AltName: Full=15S Mg(2+)-ATPase p97 subunit; Short=p97; AltName: Full=Valosin-containing protein; Short=VCP, NA",P55072,VCP,NA,valosin containing protein,heatr2
ENOG411CPX5,ENOG411CPX5,26,26,128,237229254.570313,375117583.554688,306173419.0625005,1.5812450459962386,0.6610609598841937,49,79,1.4018096195565903,0.48729042953993307,1.9053590554036732,"165968992, 4033762, 54038206, Xelaev18043196m.g, Xelaev18045954m.g","GenBank, Xenbase_9.1","kpnb1.L, kpnb1.S","importin beta 1 [Xenopus laevis], RecName: Full=Importin subunit beta; AltName: Full=Importin-90; AltName: Full=Karyopherin subunit beta; AltName: Full=p97, LOC495201 protein [Xenopus laevis], NA",Q14974,KPNB1,NTF97,karyopherin (importin) beta 1,heatr2
ENOG411CRW3,ENOG411CRW3,28,28,123,201371493.0351568,328053687.953125,264712590.4941409,1.6290969640665631,0.7040724758184763,47,76,1.4054601654408523,0.49104256440104055,1.8837981679073432,"148228352, 148235659, 27735378, Xelaev18045048m.g","GenBank, Xenbase_9.1",hspd1.L,"similar to heat shock 60kDa protein 1 (chaperonin) [Xenopus laevis], heat shock 60kDa protein 1 (chaperonin) [Xenopus laevis], Hspd1 protein [Xenopus laevis], NA",P10809,HSPD1,HSP60,heat shock 60kDa protein 1 (chaperonin),heatr2
ENOG411CR02,ENOG411CR02,29,29,104,55144713.0078126,146472625.5039063,100808669.25585945,2.6561499283377334,1.4093365829666866,39,65,1.445616170167734,0.5316845488983866,1.8830327192800278,"123127, 148229755, 213626743, 50417514, Xelaev18025187m.g, Xelaev18023070m.g","GenBank, Xenbase_9.1","nasp.S, nasp.L","RecName: Full=Histone-binding protein N1/N2, uncharacterized protein LOC734974 [Xenopus laevis], N1/N2 protein [Xenopus laevis], NA",P49321,NASP,NA,Nuclear autoantigenic sperm protein (Histone-binding),heatr2
ENOG411CQMA,ENOG411CQMA,11,11,30,18896005.859375,32587308.90625,25741657.3828125,1.7245606901673478,0.7862289005371254,9,21,1.9274882268903117,0.9467220481772304,1.8661756828104903,"147905091, 148234320, 163915813, 354459377, Xelaev18014440m.g","GenBank, Xenbase_9.1",Xelaev18014440m.g,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A [Xenopus laevis], ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A, isoform 1 [Xenopus laevis], LOC100137685 protein [Xenopus laevis], uncharacterized protein LOC100137685 [Xenopus laevis], NA",P38606,ATP6V1A,ATP6A1 ATP6V1A1 VPP2,"ATPase, H transporting, lysosomal 70kDa, V1 subunit A",heatr2
ENOG411CZJ3,ENOG411CZJ3,23,23,65,63095231.3046876,107955196.125,85525213.7148438,1.7109881981996884,0.7748298086540335,23,42,1.56973473023264,0.6505207784082371,1.8433364058796486,"117167935, 148229816, 36939185",GenBank,NA,"IsoT protein [Xenopus laevis], ubiquitin specific peptidase 5 (isopeptidase T) [Xenopus laevis], isopeptidase T [Xenopus laevis]",P45974,USP5,ISOT,ubiquitin specific peptidase 5 (isopeptidase T),heatr2
ENOG411CVGA,ENOG411CVGA,13,13,35,30905860.0859375,43367383.308593795,37136621.69726565,1.4032090738780774,0.48872998214027913,11,24,1.8252729421309768,0.8681122134808638,1.839733479880133,"147899143, 148230491, 258664, 258665, 64611, Xelaev18025269m.g, Xelaev18000414m.g, Xelaev18000774m.g, Xelaev18019056m.g, Xelaev18023168m.g","GenBank, Xenbase_9.1","loc100489027.S, Xelaev18000414m.g, Xelaev18000774m.g, Xelaev18019056m.g, loc100489027.L","calreticulin [Xenopus laevis], calreticulin precursor [Xenopus laevis], calreticulin {clone 8} [Xenopus laevis, brain, Peptide Partial, 384 aa], calreticulin {clone 3} [Xenopus laevis, brain, Peptide, 411 aa], NA","P27797, Q96L12","CALR, CALR3","CRTC, CRT2",Calreticulin,heatr2
ENOG411CWCJ,ENOG411CWCJ,13,13,40,34249582.875,77496055.015625,55872818.9453125,2.262686097476304,1.1780364533516734,13,27,1.7522620244457379,0.8092185244272954,1.8256869917689122,"148230513, 148237900",GenBank,NA,"adenosylhomocysteinase A [Xenopus laevis], adenosylhomocysteinase B [Xenopus laevis]",P23526,AHCY,SAHH,adenosylhomocysteinase,heatr2
ENOG411CSCH,ENOG411CSCH,18,18,40,24320973.34375,31179649.03125,27750311.1875,1.2820066282118,0.3584037209766023,13,27,1.7522620244457379,0.8092185244272954,1.8256869917689122,"148222492, 148222521, 71051157, Xelaev18043093m.g, Xelaev18045868m.g","GenBank, Xenbase_9.1","acly.L, acly.S","uncharacterized protein LOC495316 [Xenopus laevis], ATP citrate lyase [Xenopus laevis], LOC495086 protein [Xenopus laevis], NA",P53396,ACLY,NA,ATP citrate lyase,heatr2
ENOG411CZSF,ENOG411CZSF,4,4,7,335925.28125,2378629.9609375,1357277.62109375,7.080830451600612,2.8239185719108506,1,6,3.0664585427800413,1.6165734464848995,1.7671619063581134,Xelaev18005278m.g,Xenbase_9.1,scfd2.L,NA,Q8WU76,SCFD2,STXBP1L1,sec1 family domain containing 2,heatr2
ENOG411CX09,ENOG411CX09,3,3,7,42060.7734375,201038.265625,121549.51953125,4.779709196829959,2.2569228456006476,1,6,3.0664585427800413,1.6165734464848995,1.7671619063581134,"148222254, 148236003, Xelaev18046985m.g","GenBank, Xenbase_9.1",aamp.S,"MGC80037 protein [Xenopus laevis], angio-associated, migratory cell protein [Xenopus laevis], NA",Q13685,AAMP,NA,"Angio-associated, migratory cell protein",heatr2
ENOG411CR3X,ENOG411CR3X,33,33,119,192734332.4492188,374238237,283486284.7246094,1.9417310462763733,0.9573433835198651,46,73,1.3794403171168577,0.46408303837860804,1.7517130885377652,"120577697, 148225037, 148225610, 148233056, Xelaev18040950m.g, Xelaev18018020m.g, Xelaev18043021m.g","GenBank, Xenbase_9.1","pklr.L, pkm.L, pklr.S","LOC100037030 protein [Xenopus laevis], pyruvate kinase muscle isozyme [Xenopus laevis], pyruvate kinase, muscle [Xenopus laevis], pyruvate kinase, liver and RBC [Xenopus laevis], NA","P14618, P30613","PKM, PKLR","OIP3 PK2 PK3 PKM2, PK1 PKL",Pyruvate kinase,heatr2
ENOG411CWD9,ENOG411CWD9,6,7,13,160922261.9296875,301987316.953125,231454789.44140625,1.8766037298498432,0.9081240378422057,3,10,2.4093602836128896,1.2686501430645927,1.7481424339834466,"Xelaev18045445m.g, Xelaev18047705m.g",Xenbase_9.1,"trap1.L, trap1.S",NA,Q12931,TRAP1,HSP75,TNF receptor-associated protein 1,heatr2
ENOG411CP5N,ENOG411CP5N,6,6,13,5508353.5234375,12335510.828125,8921932.17578125,2.2394188709273326,1.1631244015671705,3,10,2.4093602836128896,1.2686501430645927,1.7481424339834466,"147901994, Xelaev18016359m.g","GenBank, Xenbase_9.1",alg8.S,"asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog [Xenopus laevis], NA",Q9BVK2,ALG8,NA,"Asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)",heatr2
ENOG411CVMA,ENOG411CVMA,5,5,13,2970010.5703125,5545897.84765625,4257954.208984375,1.867299026842426,0.9009529773758638,3,10,2.4093602836128896,1.2686501430645927,1.7481424339834466,"148237896, Xelaev18012424m.g, Xelaev18014721m.g","GenBank, Xenbase_9.1","atg3.L, atg3.S","ubiquitin-like-conjugating enzyme ATG3 [Xenopus laevis], NA",Q9NT62,ATG3,APG3 APG3L,autophagy related 3,heatr2
ENOG411CUMP,ENOG411CUMP,6,6,13,4521899.75,8782350.453125,6652125.1015625,1.9421815915147167,0.9576780972194706,3,10,2.4093602836128896,1.2686501430645927,1.7481424339834466,"148226512, Xelaev18041384m.g, Xelaev18039435m.g","GenBank, Xenbase_9.1","coq6.S, coq6.L","coenzyme Q6 homolog, monooxygenase [Xenopus laevis], NA",Q9Y2Z9,COQ6,NA,"coenzyme Q6 homolog, monooxygenase (S. cerevisiae)",heatr2
ENOG411CRI8,ENOG411CRI8,6,6,10,5990064.24609375,12822784,9406424.123046875,2.140675537555714,1.098066142835731,2,8,2.628393036668607,1.3941810251484517,1.7358393457339476,"11907548, 148229322, 148235473, 148235616, 3213204, Xelaev18020189m.g, Xelaev18005728m.g, Xelaev18034807m.g, Xelaev18004502m.g","GenBank, Xenbase_9.1","ppp3cb.S, ppp3ca.L, ppp3cc.L, ppp3cc.S","calcineurin catalytic subunit [Xenopus laevis], protein phosphatase 3, catalytic subunit, beta isozyme [Xenopus laevis], protein phosphatase 3, catalytic subunit, alpha isozyme [Xenopus laevis], protein phosphatase 3, catalytic subunit, alpha isoform [Xenopus laevis], calcineurin A [Xenopus laevis], NA","Q08209, P16298, P48454","PPP3CA, PPP3CB, PPP3CC","CALNA CNA, CALNA2 CALNB CNA2, CALNA3 CNA3","protein phosphatase 3, catalytic subunit",heatr2
ENOG411CWRS,ENOG411CWRS,5,5,10,1614208.765625,3275617.875,2444913.3203125,2.0292405448137463,1.0209398913343808,2,8,2.628393036668607,1.3941810251484517,1.7358393457339476,Xelaev18017693m.g,Xenbase_9.1,selo.L,NA,Q9BVL4,SELENOO,SELO,selenoprotein,heatr2
ENOG411CV0W,ENOG411CV0W,5,5,10,3562216.9921875,4621284.34375,4091750.66796875,1.297305681794568,0.3755184592722296,2,8,2.628393036668607,1.3941810251484517,1.7358393457339476,"147898959, 148235525, Xelaev18021809m.g, Xelaev18024537m.g","GenBank, Xenbase_9.1","hsd17b12.L, hsd17b12.S","estradiol 17-beta-dehydrogenase 12-A [Xenopus laevis], estradiol 17-beta-dehydrogenase 12-B [Xenopus laevis], NA",Q53GQ0,HSD17B12,SDR12C1,hydroxysteroid (17-beta) dehydrogenase 12,heatr2
ENOG411CVXB,ENOG411CVXB,2,2,3,291466.75390625,934863.046875,613164.900390625,3.207443162370751,1.6814237002043153,0,3,3.504524048891476,1.8092185244272956,1.6721875819569618,"148226212, 148236853, Xelaev18017181m.g, Xelaev18021471m.g","GenBank, Xenbase_9.1","gnpda1.L, gnpda1.S","glucosamine-6-phosphate deaminase 1 [Xenopus laevis], glucosamine-6-phosphate isomerase 2 [Xenopus laevis], NA","Q8TDQ7, P46926","GNPDA2, GNPDA1","GNP2, GNPI HLN KIAA0060",glucosamine-6-phosphate deaminase,heatr2
ENOG411CQWY,ENOG411CQWY,2,2,3,42060.7734375,257645.609375,149853.19140625,6.12555567381202,2.6148407227259174,0,3,3.504524048891476,1.8092185244272956,1.6721875819569618,"148227439, Xelaev18012579m.g, Xelaev18015252m.g","GenBank, Xenbase_9.1","zmpste24.L, zmpste24.S","zinc metallopeptidase (STE24 homolog) [Xenopus laevis], NA",O75844,ZMPSTE24,FACE1 STE24,"zinc metallopeptidase (STE24 homolog, S. cerevisiae)",heatr2
